surname,variant,variant_source,country,country_source,attested_by,phonetic_skeleton
ABRASZEK,,,PL,register,pesel,abrsk
ABRASZEWSKA,ABRASZEWSKI,grammar,PL,register,pesel,abrsvsk
ABRASZEWSKI,ABRASZEWSKA,grammar,PL,register,pesel,abrsvsk
ABRASZKIEWICZ,,,PL,register,pesel,abrskvc
ABRASZKO,,,PL,register,pesel,abrsk
ABRATAŃSKA,ABRATAŃSKI,grammar,PL,register,pesel,abrtnsk
ABRATAŃSKI,ABRATAŃSKA,grammar,PL,register,pesel,abrtnsk
ABRATKIEWICZ,,,PL,register,pesel,abrtkvc
ABRATOWSKA,ABRATOWSKI,grammar,PL,register,pesel,abrtvsk
ABRATOWSKI,ABRATOWSKA,grammar,PL,register,pesel,abrtvsk
ABRAVESH,,,PL,register,pesel,abrvsh
ABRAŻEJ,,,PL,register,pesel,abrz
ABREFCZYŃSKA,ABREFCZYŃSKI,grammar,PL,register,pesel,abrfcnsk
ABREFCZYŃSKI,ABREFCZYŃSKA,grammar,PL,register,pesel,abrfcnsk
ABREGÚ,,,PL,register,pesel,abrg
ABRESZ,,,PL,register,pesel,abrs
ABREU,,,PL,register,pesel,abr
ABREWCZYŃSKA-ARABASZ,,,PL,register,pesel,abrvcnsk
ABRICH,,,PL,register,pesel,abrc
Abril,April,curated,,,,abrl
ABRISZEWSKA,ABRISZEWSKI,grammar,PL,register,pesel,abrsvsk
ABRISZEWSKI,ABRISZEWSKA,grammar,,,,abrsvsk
ABROL,,,PL,register,pesel,abrl
ABROLAT,,,PL,register,pesel,abrlt
ABROMAIT,,,PL,register,pesel,abrmt
ABROSIMOV,,,PL,register,pesel,abrsmv
ABROWSKA,ABROWSKI,grammar,PL,register,pesel,abrvsk
ABROWSKI,ABROWSKA,grammar,PL,register,pesel,abrvsk
ABROŻEJ,,,PL,register,pesel,abrz
ABRUSEWICZ,,,PL,register,pesel,abrsvc
ABRUSIEWICZ,,,PL,register,pesel,abrsvc
ABRUZZO,,,IT,archive,Falco,abrz
ABRYCKA,ABRYCKI,grammar,PL,register,pesel,abrk
ABRYCKI,ABRYCKA,grammar,PL,register,pesel,abrk
ABRYSIEWICZ,,,PL,register,pesel,abrsvc
ABRYSZEŃSKA,ABRYSZEŃSKI,grammar,PL,register,pesel,abrsnsk
ABRYSZEŃSKI,ABRYSZEŃSKA,grammar,PL,register,pesel,abrsnsk
ABRYSZEWSKA,ABRYSZEWSKI,grammar,PL,register,pesel,abrsvsk
ABRYSZEWSKI,ABRYSZEWSKA,grammar,PL,register,pesel,abrsvsk
ABRYSZYŃSKA,ABRYSZYŃSKI,grammar,PL,register,pesel,abrsnsk
ABRYSZYŃSKI,ABRYSZYŃSKA,grammar,PL,register,pesel,abrsnsk
ABSALAM,,,PL,register,pesel,abslm
ABSALON,,,PL,register,pesel,absln
ABSTORSKA,ABSTORSKI,grammar,PL,register,pesel,abstrsk
ABSTORSKI,ABSTORSKA,grammar,PL,register,pesel,abstrsk
ABSYL,,,PL,register,pesel,absl
ABSZTAJN,,,PL,register,pesel,abstn
ABT,,,PL,register,pesel,abt
ABTAN,,,PL,register,pesel,abtn
ABU AHMAD,,,PL,register,pesel,ab hmd
ABU AL-TIMMEN,,,PL,register,pesel,ab ltmn
ABU ALSHAYEB,,,PL,register,pesel,ab lshb
ABU AMRA,,,PL,register,pesel,ab mr
ABU BAKER,,,PL,register,pesel,ab bkr
ABU DAYA,ABU DAYY,grammar,PL,register,pesel,ab d
ABU DAYY,ABU DAYA,grammar,,,,ab d
ABU DAYYEH,,,PL,register,pesel,ab dh
ABU EL ELLA,ABU EL ELLY,grammar,PL,register,pesel,ab l l
ABU EL ELLY,ABU EL ELLA,grammar,,,,ab l l
ABU EL RIESH,,,PL,register,pesel,ab l rsh
ABU FARAJ,,,PL,register,pesel,ab fr
ABU GHAZALEH,,,PL,register,pesel,ab gzlh
ABU GHOLEH,,,PL,register,pesel,ab glh
ABU GHOSH,,,PL,register,pesel,ab gsh
ABU HAMAD,,,PL,register,pesel,ab hmd
ABU HAMED,,,PL,register,pesel,ab hmd
ABU LOUZ,,,PL,register,pesel,ab lz
ABU NAHIA,ABU NAHIY,grammar,PL,register,pesel,ab nh
ABU NAHIY,ABU NAHIA,grammar,,,,ab nh
ABU RASHED,,,PL,register,pesel,ab rshd
ABU SAAD,,,PL,register,pesel,ab sd
ABU SAFIEH,,,PL,register,pesel,ab sfh
ABU SAMRA,ABU SAMRY,grammar,PL,register,pesel,ab smr
ABU SAMRY,ABU SAMRA,grammar,,,,ab smr
ABU TABAQ,,,PL,register,pesel,ab tbq
ABU TURABE,,,PL,register,pesel,ab trb
ABU YASSIEN,,,PL,register,pesel,ab sn
ABU ZENEH,,,PL,register,pesel,ab znh
ABU-ASAD,,,PL,register,pesel,absd
ABU-DALO,,,PL,register,pesel,abdl
ABU-EISHEH,,,PL,register,pesel,abshh
ABU-FILLAT,,,PL,register,pesel,abflt
ABU-GHOUSH,,,PL,register,pesel,abgsh
ABU-HAMEED,,,PL,register,pesel,abhmd
ABU-HASSAN,,,PL,register,pesel,abhsn
ABU-RUB,,,PL,register,pesel,abrb
ABU-SHAWAREB,,,PL,register,pesel,abshvrb
ABU-SHUSHEH,,,PL,register,pesel,abshshh
ABUA,ABUY,grammar,PL,register,pesel,ab
ABUBAKAR,,,PL,register,pesel,abbkr
ABUBAKARI,,,PL,register,pesel,abbkr
ABUBAKIROWA,ABUBAKIROWY,grammar,PL,register,pesel,abbkrv
ABUBAKIROWY,ABUBAKIROWA,grammar,,,,abbkrv
ABUBAKR,,,PL,register,pesel,abbkr
ABUBEKER,,,PL,register,pesel,abbkr
ABUCEWICZ,,,PL,register,pesel,absvc
ABUCKA,ABUCKI,grammar,PL,register,pesel,abk
ABUCKI,ABUCKA,grammar,PL,register,pesel,abk
ABUD,,,PL,register,pesel,abd
ABUDABBOUSEH,,,PL,register,pesel,abdbsh
ABUDOUN,,,PL,register,pesel,abdn
ABUGREEN,,,PL,register,pesel,abgrn
ABUHASAN,,,PL,register,pesel,abhsn
ABUHASNA,,,PL,register,pesel,abhsn
ABUHAZZAA,,,PL,register,pesel,abhz
ABUKAR,,,PL,register,pesel,abkr
ABUKUSE,,,PL,register,pesel,abks
ABUL,,,PL,register,pesel,abl
ABULEWICZ,,,PL,register,pesel,ablvc
ABULHUSN,,,PL,register,pesel,ablhsn
ABULSAYEN,,,PL,register,pesel,ablsn
ABUMOAMMAR,,,PL,register,pesel,abmmr
ABUNGU,,,PL,register,pesel,abng
ABUSALEM,,,PL,register,pesel,abslm
ABUSAMRA,ABUSAMRY,grammar,PL,register,pesel,absmr
ABUSAMRY,ABUSAMRA,grammar,,,,absmr
ABUSAYMAH,,,PL,register,pesel,absmh
ABUSHAEERA,ABUSHAEERY,grammar,PL,register,pesel,abshr
ABUSHAEERY,ABUSHAEERA,grammar,,,,abshr
ABUSHAMMALH,,,PL,register,pesel,abshmlh
ABUSHE,,,PL,register,pesel,absh
ABUY,ABUA,grammar,,,,ab
ABUZAREBA,,,PL,register,pesel,abzrb
ABUZAROWA,ABUZAROWY,grammar,PL,register,pesel,abzrv
ABUZAROWY,ABUZAROWA,grammar,,,,abzrv
ABUZIED,,,PL,register,pesel,abzd
ABYSZKIN,,,PL,register,pesel,abskn
ABYZOW,,,PL,register,pesel,abzv
ABZAR,,,PL,register,pesel,abzr
ABZDYKIEWICZ,,,PL,register,pesel,abzdkvc
ABŁAM,,,PL,register,pesel,abm
ABŁAMOWICZ,,,PL,register,pesel,abmvc
ABŁASEWICZ,,,PL,register,pesel,absvc
ABŁAŻEJ,,,PL,register,pesel,abz
ABŁAŻEWICZ,,,PL,register,pesel,abzvc
ABŁOMIEJKO,,,PL,register,pesel,abmk
ACALSKA,ACALSKI,grammar,PL,register,pesel,aclsk
ACALSKI,ACALSKA,grammar,PL,register,pesel,aclsk
ACAMPORA,ACAMPORY,grammar,PL,register,pesel,acmpr
ACAMPORY,ACAMPORA,grammar,,,,acmpr
ACAR,,,PL,register,pesel,acr
ACCARDI,,,PL,register,pesel,acrd
ACCARDO,,,PL,register,pesel,acrd
ACCETTURA,ACCETTURY,grammar,PL,register,pesel,acstr
ACCETTURY,ACCETTURA,grammar,,,,acstr
ACCORDI,,,PL,register,pesel,acrd
ACCORDI-KRAWIEC,,,PL,register,pesel,acrdkrvc
ACEDAŃSKA,ACEDAŃSKI,grammar,PL,register,pesel,asdnsk
ACEDAŃSKI,ACEDAŃSKA,grammar,PL,register,pesel,asdnsk
ACEDOŃSKA,ACEDOŃSKI,grammar,PL,register,pesel,asdnsk
ACEDOŃSKI,ACEDOŃSKA,grammar,PL,register,pesel,asdnsk
Acél,Aczél,curated,,,,asl
Acél,Atzél,curated,,,,asl
ACELA,ACELY,grammar,PL,register,pesel,asl
ACELY,ACELA,grammar,,,,asl
ACEVEDO,,,PL,register,pesel,asvd
ACEWICZ,,,PL,register,pesel,asvc
ACHA,ACHY,grammar,PL,register,pesel,ac
ACHAH,,,PL,register,pesel,ach
ACHARD,,,PL,register,pesel,acrd
ACHARYA,ACHARYY,grammar,PL,register,pesel,acr
ACHARYY,ACHARYA,grammar,,,,acr
ACHATZ,,,PL,register,pesel,actz
ACHCIŃSKA,ACHCIŃSKI,grammar,PL,register,pesel,acsnsk
ACHCIŃSKI,ACHCIŃSKA,grammar,PL,register,pesel,acsnsk
ACHCIŃSKI-KRISTIANSEN,,,PL,register,pesel,acsnskkr
ACHCYNG,,,PL,register,pesel,acng
ACHCZYŃSKA,ACHCZYŃSKI,grammar,PL,register,pesel,acnsk
ACHCZYŃSKI,ACHCZYŃSKA,grammar,PL,register,pesel,acnsk
ACHEAMPONG,,,PL,register,pesel,asmpng
ACHENBACH,,,PL,register,pesel,asnbc
ACHER,,,PL,register,pesel,asr
ACHER-CHANDA,ACHER-CHANDY,grammar,PL,register,pesel,asrcnd
ACHER-CHANDY,ACHER-CHANDA,grammar,,,,asrcnd
ACHERMANN,,,PL,register,pesel,asrmn
Acheson,Atkinson,curated,PL,register,pesel,assn
ACHI,,,PL,register,pesel,as
ACHILEFU,,,PL,register,pesel,aslf
ACHILLEOS,,,PL,register,pesel,asls
ACHIM,,,PL,register,pesel,asm
ACHIMESCU,,,PL,register,pesel,asmsc
ACHIMOWICZ,,,PL,register,pesel,asmvc
ACHINGER,,,PL,register,pesel,asnr
ACHITA,ACHITY,grammar,PL,register,pesel,ast
ACHITY,ACHITA,grammar,,,,ast
ACHKAR,,,PL,register,pesel,akr
ACHLER,,,PL,register,pesel,aclr
ACHMADIANOW,,,PL,register,pesel,acmdnv
ACHMADIJEWA,ACHMADIJEWY,grammar,PL,register,pesel,acmdv
ACHMADIJEWY,ACHMADIJEWA,grammar,,,,acmdv
ACHMAŃSKA,ACHMAŃSKI,grammar,PL,register,pesel,acmnsk
ACHMAŃSKI,ACHMAŃSKA,grammar,,,,acmnsk
ACHMATOW,,,PL,register,pesel,acmtv
ACHMATOWICZ,,,PL,register,pesel,acmtvc
ACHME,,,PL,register,pesel,acm
ACHMEDJANÓW,,,PL,register,pesel,acmdnv
ACHMEDOW,,,PL,register,pesel,acmdv
ACHMIEROWICZ,,,PL,register,pesel,acmrvc
ACHMIROWICZ,,,PL,register,pesel,acmrvc
ACHNIK,,,PL,register,pesel,acnk
ACHO-RADECKA,ACHO-RADECKI,grammar,PL,register,pesel,acrdk
ACHO-RADECKI,ACHO-RADECKA,grammar,,,,acrdk
ACHOURA,ACHOURY,grammar,PL,register,pesel,acr
ACHOURI,,,PL,register,pesel,acr
ACHOURY,ACHOURA,grammar,,,,acr
ACHRAMIEJ,,,PL,register,pesel,acrm
ACHRAMOWICZ,,,PL,register,pesel,acrmvc
ACHRANOWICZ,,,PL,register,pesel,acrnvc
ACHREM,,,PL,register,pesel,acrm
ACHREM-ACHREMOWICZ,,,PL,register,pesel,acrmcrmv
ACHREMCZYK,,,PL,register,pesel,acrmck
ACHREMIENIA,ACHREMIENIY,grammar,PL,register,pesel,acrmn
ACHREMIENIY,ACHREMIENIA,grammar,,,,acrmn
ACHREMOWICZ,,,PL,register,pesel,acrmvc
ACHRONOWICZ,,,PL,register,pesel,acrnvc
ACHRUK,,,PL,register,pesel,acrk
ACHRYĆKO,,,PL,register,pesel,acrk
ACHRYMOWICZ,,,PL,register,pesel,acrmvc
ACHTABOWSKA,ACHTABOWSKI,grammar,PL,register,pesel,actbvsk
ACHTABOWSKI,ACHTABOWSKA,grammar,PL,register,pesel,actbvsk
ACHTEL,,,PL,register,pesel,actl
ACHTELIK,,,PL,register,pesel,actlk
ACHTENBERG,,,PL,register,pesel,actnbrg
Achterberg,Amberg,curated,PL,register,pesel,actrbrg
ACHTYL,,,PL,register,pesel,actl
ACHU,,,PL,register,pesel,ac
ACHUFUSI,,,PL,register,pesel,acfs
ACHUMIAN,,,PL,register,pesel,acmn
ACHWAT,,,PL,register,pesel,acvt
ACHY,ACHA,grammar,,,,ac
AÇIKGÖZOĞLU,,,PL,register,pesel,askgzgl
AĆIMOVIĆ,,,PL,register,pesel,asmvc
ACIUSZEW,,,PL,register,pesel,assv
ACKER,,,PL,register,pesel,akr
ACKERMAN,,,PL,register,pesel,akrmn
ACKERMANN,,,PL,register,pesel,akrmn
ACKIEWICZ,,,PL,register,pesel,akvc
ACMAN,,,PL,register,pesel,acmn
ACMIZOW,,,PL,register,pesel,acmzv
ACOSTA,ACOSTY,grammar,PL,register,pesel,acst
ACOSTA-KARŁOWSKA,ACOSTA-KARŁOWSKI,grammar,PL,register,pesel,acstkrvs
ACOSTA-KARŁOWSKI,ACOSTA-KARŁOWSKA,grammar,,,,acstkrvs
ACOSTY,ACOSTA,grammar,,,,acst
ACQUAH,,,PL,register,pesel,ackh
ACRI,,,PL,register,pesel,acr
Acsádi,Acsády,curated,,,,acsd
Acsády,Acsádi,curated,,,,acsd
ACT,,,IT,archive,Falco,act
ACZALSKA,ACZALSKI,grammar,PL,register,pesel,aclsk
ACZALSKI,ACZALSKA,grammar,,,,aclsk
Aczél,Acél,curated,,,,asl
ACZKASOWSKI,,,PL,register,pesel,aksvsk
ACZKIEWICZ,,,PL,register,pesel,akvc
ACZNIK,,,PL,register,pesel,acnk
ADACH,,,PL,register,pesel,adc
ADACH-BEKUS,,,PL,register,pesel,adcbks
ADACH-STANKIEWICZ,,,PL,register,pesel,adcstnkv
ADACHA,ADACHY,grammar,PL,register,pesel,adc
ADACHOWSKA,ADACHOWSKI,grammar,PL,register,pesel,adcvsk
ADACHOWSKI,ADACHOWSKA,grammar,PL,register,pesel,adcvsk
ADACHY,ADACHA,grammar,,,,adc
ADACZYŃSKA,ADACZYŃSKI,grammar,PL,register,pesel,adcnsk
ADACZYŃSKI,ADACZYŃSKA,grammar,PL,register,pesel,adcnsk
ADADEŃSKA,ADADEŃSKI,grammar,PL,register,pesel,addnsk
ADADEŃSKI,ADADEŃSKA,grammar,,,,addnsk
ADADYŃSKA,ADADYŃSKI,grammar,PL,register,pesel,addnsk
ADADYŃSKI,ADADYŃSKA,grammar,PL,register,pesel,addnsk
ADAHS,,,PL,register,pesel,adhs
ADAJEW,,,PL,register,pesel,adv
ADAJEWA,ADAJEWY,grammar,PL,register,pesel,adv
ADAJEWY,ADAJEWA,grammar,,,,adv
ADAKIMOWICZ,,,PL,register,pesel,adkmvc
ADAL,,,PL,register,pesel,adl
ADALA,,,PL,register,pesel,adl
ADALEWSKA,ADALEWSKI,grammar,PL,register,pesel,adlvsk
ADALEWSKI,ADALEWSKA,grammar,PL,register,pesel,adlvsk
ADALIK,,,PL,register,pesel,adlk
Adam,Adams,curated,PL,register,pesel,adm
Adam,Addams,curated,PL,register,pesel,adm
Adam,Adamian,curated,PL,register,pesel,adm
Adam,Adama,sounds,PL,register,pesel,adm
Adam,Adamo,sounds,PL,register,pesel,adm
Adama,Adams,curated,,,,adm
Adama,Addams,curated,,,,adm
Adama,Adamian,curated,,,,adm
Adama,Adam,sounds,,,,adm
Adama,Adamo,sounds,,,,adm
ADAMACZYK,,,PL,register,pesel,admck
ADAMAJĆ,,,PL,register,pesel,admc
ADAMAJT,,,PL,register,pesel,admt
ADAMAJTIS,,,PL,register,pesel,admts
ADAMAJTYS,,,PL,register,pesel,admts
ADAMALA,ADAMALY,grammar,PL,register,pesel,adml
ADAMALY,ADAMALA,grammar,,,,adml
ADAMAŃCZYK,,,PL,register,pesel,admnck
ADAMARCZUK,,,PL,register,pesel,admrck
ADAMAREK,,,PL,register,pesel,admrk
ADAMAS,,,PL,register,pesel,adms
ADAMASZEK,,,PL,register,pesel,admsk
ADAMASZWILI,,,PL,register,pesel,admsvl
ADAMČÁK,,,PL,register,pesel,admck
ADAMCEWICZ,,,PL,register,pesel,admsvc
ADAMCIO,,,PL,register,pesel,adms
ADAMČYK,,,PL,register,pesel,admck
Adamczak,Adamczyk,curated,PL,register,pesel,admck
ADAMCZAK-WALIGÓRA,,,PL,register,pesel,admckvlg
ADAMCZAK-WOJNICZ,,,PL,register,pesel,admckvnc
ADAMCZENKO,,,PL,register,pesel,admsnk
ADAMCZESKA,ADAMCZESKI,grammar,PL,register,pesel,admssk
ADAMCZESKI,ADAMCZESKA,grammar,PL,register,pesel,admssk
ADAMCZEWSKA,ADAMCZEWSKI,grammar,PL,register,pesel,admsvsk
ADAMCZEWSKA CARVALHO,,,PL,register,pesel,admsvsk 
ADAMCZEWSKA VEL ADAMCZAK,,,PL,register,pesel,admsvsk 
ADAMCZEWSKA-PIETRZAK,,,PL,register,pesel,admsvskp
ADAMCZEWSKA-PLEWA,ADAMCZEWSKA-PLEWY,grammar,PL,register,pesel,admsvskp
ADAMCZEWSKA-PLEWY,ADAMCZEWSKA-PLEWA,grammar,,,,admsvskp
ADAMCZEWSKI,ADAMCZEWSKA,grammar,PL,register,pesel,admsvsk
ADAMCZEWSKI VEL ADAMCZAK,,,PL,register,pesel,admsvsk 
ADAMCZEWSKI WEL ADAMCZAK,,,PL,register,pesel,admsvsk 
ADAMCZOK,,,PL,register,pesel,admck
ADAMCZOWSKA,ADAMCZOWSKI,grammar,PL,register,pesel,admcvsk
ADAMCZOWSKI,ADAMCZOWSKA,grammar,PL,register,pesel,admcvsk
ADAMCZUK,,,PL,register,pesel,admck
ADAMCZUK-KACZAN,,,PL,register,pesel,admckcn
Adamczyk,Adamczak,curated,PL,register,pesel,admck
ADAMCZYK RAYNER,,,PL,register,pesel,admck rn
ADAMCZYK VEL ADAMEK,,,PL,register,pesel,admck vl
ADAMCZYK-ARSZENNIK,,,PL,register,pesel,admckrsn
ADAMCZYK-BĄK,,,PL,register,pesel,admckbk
ADAMCZYK-BOROWSKA,ADAMCZYK-BOROWSKI,grammar,PL,register,pesel,admckbrv
ADAMCZYK-BOROWSKI,ADAMCZYK-BOROWSKA,grammar,,,,admckbrv
ADAMCZYK-CIEŚLAK,,,PL,register,pesel,admckssl
ADAMCZYK-CZAJKA,ADAMCZYK-CZAJKY,grammar,PL,register,pesel,admckck
ADAMCZYK-CZAJKY,ADAMCZYK-CZAJKA,grammar,,,,admckck
ADAMCZYK-DZIUBIŃSKA,ADAMCZYK-DZIUBIŃSKI,grammar,PL,register,pesel,admckdzb
ADAMCZYK-DZIUBIŃSKI,ADAMCZYK-DZIUBIŃSKA,grammar,,,,admckdzb
ADAMCZYK-GAŁUSZKA,ADAMCZYK-GAŁUSZKY,grammar,PL,register,pesel,admckgsk
ADAMCZYK-GAŁUSZKY,ADAMCZYK-GAŁUSZKA,grammar,,,,admckgsk
ADAMCZYK-GOLEŃ,,,PL,register,pesel,admckgln
ADAMCZYK-GÓRSKA,ADAMCZYK-GÓRSKI,grammar,PL,register,pesel,admckgrs
ADAMCZYK-GÓRSKI,ADAMCZYK-GÓRSKA,grammar,,,,admckgrs
ADAMCZYK-GORZKOWSKA,ADAMCZYK-GORZKOWSKI,grammar,PL,register,pesel,admckgrz
ADAMCZYK-GORZKOWSKI,ADAMCZYK-GORZKOWSKA,grammar,,,,admckgrz
ADAMCZYK-GRUSZKA,ADAMCZYK-GRUSZKY,grammar,PL,register,pesel,admckgrs
ADAMCZYK-GRUSZKY,ADAMCZYK-GRUSZKA,grammar,,,,admckgrs
ADAMCZYK-HLOND,,,PL,register,pesel,admchlnd
ADAMCZYK-JÓSKOW,,,PL,register,pesel,admckskv
ADAMCZYK-KACZMAREK,,,PL,register,pesel,admckcmr
ADAMCZYK-KARCZ,,,PL,register,pesel,admckrc
ADAMCZYK-KOCOŃ,,,PL,register,pesel,admckcn
ADAMCZYK-KOZŁOWSKA,ADAMCZYK-KOZŁOWSKI,grammar,PL,register,pesel,admckzvs
ADAMCZYK-KOZŁOWSKI,ADAMCZYK-KOZŁOWSKA,grammar,,,,admckzvs
ADAMCZYK-KRUPA,ADAMCZYK-KRUPY,grammar,PL,register,pesel,admckrp
ADAMCZYK-KRUPY,ADAMCZYK-KRUPA,grammar,,,,admckrp
ADAMCZYK-LECH,,,PL,register,pesel,admcklc
ADAMCZYK-LORENC,,,PL,register,pesel,admcklrn
ADAMCZYK-MAJ,,,PL,register,pesel,admckm
ADAMCZYK-MAJEWSKA,ADAMCZYK-MAJEWSKI,grammar,PL,register,pesel,admckmvs
ADAMCZYK-MAJEWSKI,ADAMCZYK-MAJEWSKA,grammar,,,,admckmvs
ADAMCZYK-MAZUR,,,PL,register,pesel,admckmzr
ADAMCZYK-MISZCZAK,,,PL,register,pesel,admckmsc
ADAMCZYK-MUCHA,ADAMCZYK-MUCHY,grammar,PL,register,pesel,admckmc
ADAMCZYK-MUCHY,ADAMCZYK-MUCHA,grammar,,,,admckmc
ADAMCZYK-NAWROCKA,ADAMCZYK-NAWROCKI,grammar,PL,register,pesel,admcknvr
ADAMCZYK-NAWROCKI,ADAMCZYK-NAWROCKA,grammar,,,,admcknvr
ADAMCZYK-NOWAK,,,PL,register,pesel,admcknvk
ADAMCZYK-NYCZ,,,PL,register,pesel,admcknc
ADAMCZYK-REES,,,PL,register,pesel,admckrs
ADAMCZYK-SAWICKA,ADAMCZYK-SAWICKI,grammar,PL,register,pesel,admcksvk
ADAMCZYK-SAWICKI,ADAMCZYK-SAWICKA,grammar,,,,admcksvk
ADAMCZYK-SERAFIN,,,PL,register,pesel,admcksrf
ADAMCZYK-SIWEK,,,PL,register,pesel,admcksvk
ADAMCZYK-SOBIESKA,ADAMCZYK-SOBIESKI,grammar,PL,register,pesel,admcksbs
ADAMCZYK-SOBIESKI,ADAMCZYK-SOBIESKA,grammar,,,,admcksbs
ADAMCZYK-SOWA,ADAMCZYK-SOWY,grammar,PL,register,pesel,admcksv
ADAMCZYK-SOWY,ADAMCZYK-SOWA,grammar,,,,admcksv
ADAMCZYK-STADNIK,,,PL,register,pesel,admckstd
ADAMCZYK-SZEWCZYK,,,PL,register,pesel,admcksvc
ADAMCZYK-WIĘCKOWSKA,ADAMCZYK-WIĘCKOWSKI,grammar,PL,register,pesel,admckvkv
ADAMCZYK-WIĘCKOWSKI,ADAMCZYK-WIĘCKOWSKA,grammar,,,,admckvkv
ADAMCZYK-WIECZOREK,,,PL,register,pesel,admckvcr
ADAMCZYK-WIĘCŁAW,,,PL,register,pesel,admckvcv
ADAMCZYK-WISEŁKA,,,PL,register,pesel,admckvsk
ADAMCZYK-WOJCIECHOWSKA,ADAMCZYK-WOJCIECHOWSKI,grammar,PL,register,pesel,admckvsc
ADAMCZYK-WOJCIECHOWSKI,ADAMCZYK-WOJCIECHOWSKA,grammar,,,,admckvsc
ADAMCZYK-WÓJCIK,,,PL,register,pesel,admckvsk
ADAMCZYK-WOŚ,,,PL,register,pesel,admckvs
ADAMCZYK-WOŹNIAK,,,PL,register,pesel,admckvzn
ADAMCZYK-ZIĘBA,ADAMCZYK-ZIĘBY,grammar,PL,register,pesel,admckzb
ADAMCZYK-ZIĘBY,ADAMCZYK-ZIĘBA,grammar,,,,admckzb
ADAMCZYK-ZIÓŁKOWSKA,ADAMCZYK-ZIÓŁKOWSKI,grammar,PL,register,pesel,admckzkv
ADAMCZYK-ZIÓŁKOWSKI,ADAMCZYK-ZIÓŁKOWSKA,grammar,,,,admckzkv
ADAMCZYK-ŁABUDA,ADAMCZYK-ŁABUDY,grammar,PL,register,pesel,admckbd
ADAMCZYK-ŁABUDY,ADAMCZYK-ŁABUDA,grammar,,,,admckbd
ADAMEC,,,PL,register,pesel,admc
ADAMECKA,ADAMECKI,grammar,PL,register,pesel,admk
ADAMECKA VEL GRZESIAKOWSKA,ADAMECKA VEL GRZESIAKOWSKI,grammar,PL,register,pesel,admk vl 
ADAMECKA VEL GRZESIAKOWSKI,ADAMECKA VEL GRZESIAKOWSKA,grammar,,,,admk vl 
ADAMECKI,ADAMECKA,grammar,PL,register,pesel,admk
ADAMECKI VEL GRZESIAKOWSKI,,,PL,register,pesel,admk vl 
ADAMECZEK,,,PL,register,pesel,admsk
ADAMEIT,,,PL,register,pesel,admt
ADAMEJT,,,PL,register,pesel,admt
ADAMEJTIS,,,PL,register,pesel,admts
ADAMEK,,,PL,register,pesel,admk
ADAMEK-JANKOWSKA,ADAMEK-JANKOWSKI,grammar,PL,register,pesel,admknkvs
ADAMEK-JANKOWSKI,ADAMEK-JANKOWSKA,grammar,,,,admknkvs
ADAMEK-LEŚNIAK,,,PL,register,pesel,admklsnk
ADAMEK-SAPIŃSKI,,,PL,register,pesel,admkspns
ADAMEK-ZAJĄC,,,PL,register,pesel,admkzc
ADAMELAK,,,PL,register,pesel,admlk
ADAMENKO,,,PL,register,pesel,admnk
ADAMETZ,,,PL,register,pesel,admtz
ADAMI,,,PL,register,pesel,adm
ADAMIAK,,,PL,register,pesel,admk
ADAMIAK-PISKUNOWICZ,,,PL,register,pesel,admkpskn
Adamian,Adams,curated,PL,register,pesel,admn
Adamian,Adama,curated,PL,register,pesel,admn
Adamian,Adam,curated,PL,register,pesel,admn
Adamian,Addams,curated,PL,register,pesel,admn
Adamian,Adamo,curated,PL,register,pesel,admn
ADAMIARZ,,,PL,register,pesel,admrz
Adamič,Adamich,curated,,,,admc
Adamič,Adamick,curated,,,,admc
Adamich,Adamič,curated,,,,admc
Adamick,Adamič,curated,,,,admk
ADAMICKA,ADAMICKI,grammar,PL,register,pesel,admk
ADAMICKI,ADAMICKA,grammar,PL,register,pesel,admk
ADAMICZ,,,PL,register,pesel,admc
ADAMICZKA,ADAMICZKY,grammar,PL,register,pesel,admk
ADAMICZKY,ADAMICZKA,grammar,,,,admk
ADAMIDIS,,,PL,register,pesel,admds
ADAMIDU,,,PL,register,pesel,admd
ADAMIEC,,,PL,register,pesel,admc
ADAMIEC-GRACKA,ADAMIEC-GRACKI,grammar,PL,register,pesel,admcgrk
ADAMIEC-GRACKI,ADAMIEC-GRACKA,grammar,,,,admcgrk
ADAMIEC-TRUTWIN,,,PL,register,pesel,admctrtv
ADAMIECKA,ADAMIECKI,grammar,PL,register,pesel,admk
ADAMIECKI,ADAMIECKA,grammar,PL,register,pesel,admk
ADAMIENIA,ADAMIENIY,grammar,PL,register,pesel,admn
ADAMIENIY,ADAMIENIA,grammar,,,,admn
ADAMIETZ,,,PL,register,pesel,admtz
ADAMIK,,,PL,register,pesel,admk
ADAMIK-PSIUCH,,,PL,register,pesel,admkpsc
ADAMIN,,,PL,register,pesel,admn
ADAMIOK,,,PL,register,pesel,admk
ADAMIROWICZ,,,PL,register,pesel,admrvc
ADAMISZAK,,,PL,register,pesel,admsk
ADAMISZYN,,,PL,register,pesel,admsn
ADAMIUK,,,PL,register,pesel,admk
ADAMKA,ADAMKY,grammar,PL,register,pesel,admk
ADAMKIEWICZ,,,PL,register,pesel,admkvc
ADAMKIEWICZ-WIŚNIEWSKA,ADAMKIEWICZ-WIŚNIEWSKI,grammar,PL,register,pesel,admkvcvs
